PROCEDIMENTO;RN_alteracao;VIGENCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPITULO
BIOPSIA DE VITREO VIA PARS PLANA;;;;;HCO;HSO;REF;;;CORPO VITREO;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ENDOLASERENDODIATERMIA;;;;;HCO;HSO;REF;;;CORPO VITREO;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
IMPLANTE DE SILICONE INTRAVITREO;;;;;HCO;HSO;REF;;;CORPO VITREO;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
INFUSAO DE PERFLUOCARBONO;;;;;HCO;HSO;REF;;;CORPO VITREO;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO OCULAR QUIMIOTERAPICO COM ANTIANGIOGENICO COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;PAC;74;CORPO VITREO;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
MEMBRANECTOMIA EPI OU SUB-RETINIANA;;;;;HCO;HSO;REF;;;CORPO VITREO;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO;;;;;HCO;HSO;REF;;;CORPO VITREO;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RETIRADA DE OLEO DE SILICONE;;;;AMB;HCO;HSO;REF;;;CORPO VITREO;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TROCA FLUIDO GASOSA;;;;;HCO;HSO;REF;;;CORPO VITREO;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
VITRECTOMIA A CEU ABERTO - CERATOPROTESE;;;;;HCO;HSO;REF;;;CORPO VITREO;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
VITRECTOMIA ANTERIOR;;;;;HCO;HSO;REF;;;CORPO VITREO;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
VITRECTOMIA VIAS PARS PLANA;;;;;HCO;HSO;REF;;;CORPO VITREO;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA DE ESCLERA;;;;AMB;HCO;HSO;REF;;;ESCLERA;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ENXERTO DE ESCLERA;;;;;HCO;HSO;REF;;;ESCLERA;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
SUTURA DE ESCLERA;;;;;HCO;HSO;REF;;;ESCLERA;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ENUCLEACAO OU EVISCERACAO COM OU SEM IMPLANTE;;;;;HCO;HSO;REF;;;BULBO OCULAR;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
INJECAO RETROBULBAR;;;;;HCO;HSO;REF;;;BULBO OCULAR;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RECONSTITUICAO DE GLOBO OCULAR COM LESAO DE ESTRUTURAS INTRA-OCULARES;;;;;HCO;HSO;REF;;;BULBO OCULAR;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA DE IRIS E CORPO CILIAR;;;;AMB;HCO;HSO;REF;;;IRIS E CORPO CILIAR;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CICLOTERAPIA ANTIGLAUCOMATOSA;;;;AMB;HCO;HSO;REF;;;IRIS E CORPO CILIAR;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CIRURGIAS FISTULIZANTES ANTIGLAUCOMATOSAS COM OU SEM IMPLANTES DE DRENAGEM;;;;;HCO;HSO;REF;;;IRIS E CORPO CILIAR;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CIRURGIA ANTIGLAUCOMATOSA VIA ANGULAR COM IMPLANTE DE STENT DE DRENAGEM POR TECNICA MINIMAMENTE INVASIVA COM DIRETRIZ DE UTILIZACAO;4732021;08112021;;;HCO;HSO;REF;;149;IRIS E CORPO CILIAR;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
DRENAGEM DE DESCOLAMENTO DE COROIDE;;;;;HCO;HSO;REF;;;IRIS E CORPO CILIAR;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
FIXACAO ESCLERAL OU IRIANA DE LENTE INTRA-OCULAR EXCETO PARA CORRECAO ISOLADA DE DISTURBIOS DE REFRACAO;;;;;HCO;HSO;REF;;;IRIS E CORPO CILIAR;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
FOTOTRABECULOPLASTIA LASER;;;;AMB;HCO;HSO;REF;;;IRIS E CORPO CILIAR;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
GONIOTOMIA OU TRABECULOTOMIA;;;;AMB;HCO;HSO;REF;;;IRIS E CORPO CILIAR;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
IRIDECTOMIA LASER OU CIRURGICA;;;;AMB;HCO;HSO;REF;;;IRIS E CORPO CILIAR;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
IRIDOCICLECTOMIA;;;;;HCO;HSO;REF;;;IRIS E CORPO CILIAR;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
SINEQUIOTOMIA LASER OU CIRURGICA;;;;AMB;HCO;HSO;REF;;;IRIS E CORPO CILIAR;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA DE MUSCULOS;;;;AMB;HCO;HSO;REF;;;MUSCULOS;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CIRURGIA COM SUTURA AJUSTAVEL;;;;;HCO;HSO;REF;;;MUSCULOS;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ESTRABISMO CICLO VERTICALTRANSPOSICAO;;;;;HCO;HSO;REF;;;MUSCULOS;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ESTRABISMO HORIZONTAL;;;;;HCO;HSO;REF;;;MUSCULOS;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
INJECAO OCULAR DE TOXINA BOTULINICA;;;;AMB;HCO;HSO;REF;PAC;;MUSCULOS;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
APLICACAO DE PLACA RADIATIVA EPISCLERAL;;;;;HCO;HSO;REF;;;RETINA;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA DE RETINA;;;;;HCO;HSO;REF;;;RETINA;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE TUMOR DE COROIDE EOU CORPO CILIAR;;;;;HCO;HSO;REF;;;RETINA;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
FOTOCOAGULACAO LASER;;;;AMB;HCO;HSO;REF;;;RETINA;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
IMPLANTE INTRAVITREO DE POLIMERO FARMACOLOGICO DE LIBERACAO CONTROLADA COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;;46;RETINA;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
MAPEAMENTO DE RETINA FUNDOSCOPIA;;;;AMB;HCO;HSO;REF;;;RETINA;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
PANCRIOTERAPIA PERIFERICA;;;;;HCO;HSO;REF;;;RETINA;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
PANTOFOTOCOAGULACAO A LASER NA RETINOPATIA DA PREMATURIDADE COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;;59;RETINA;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
REMOCAO DE IMPLANTE EPISCLERAL;;;;;HCO;HSO;REF;;;RETINA;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RETINOPEXIA COM INTROFLEXAO ESCLERAL;;;;;HCO;HSO;REF;;;RETINA;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RETINOPEXIA PNEUMATICA;;;;;HCO;HSO;REF;;;RETINA;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RETINOPEXIA PROFILATICA CRIOPEXIA;;;;;HCO;HSO;REF;;;RETINA;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TERMOTERAPIA TRANSPUPILAR A LASER COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;;66;RETINA;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CIRURGIA DA GLANDULA LACRIMAL;;;;;HCO;HSO;REF;;;VIAS LACRIMAIS;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
DACRIOCISTECTOMIA;;;;;HCO;HSO;REF;;;VIAS LACRIMAIS;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
DACRIOCISTORRINOSTOMIA COM OU SEM INTUBACAO;;;;;HCO;HSO;REF;;;VIAS LACRIMAIS;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
FECHAMENTO DOS PONTOS LACRIMAIS;;;;AMB;HCO;HSO;REF;;;VIAS LACRIMAIS;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RECONSTITUICAO DE VIAS LACRIMAIS COM SILICONE OU OUTRO MATERIAL;;;;;HCO;HSO;REF;;;VIAS LACRIMAIS;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
SONDAGEM DAS VIAS LACRIMAIS - COM OU SEM LAVAGEM;;;;AMB;HCO;HSO;REF;;;VIAS LACRIMAIS;OLHOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA DE PAVILHAO AURICULAR;;;;AMB;HCO;HSO;REF;;;PAVILHAO AURICULAR;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE TUMOR;;;;AMB;HCO;HSO;REF;;;PAVILHAO AURICULAR;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLOGICA PAVILHAO AURICULAR TEMPO FACIAL;;;;;HCO;HSO;REF;;;PAVILHAO AURICULAR;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RECONSTRUCAO DE ORELHA;;;;AMB;HCO;HSO;REF;;;PAVILHAO AURICULAR;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RECONSTRUCAO DE UNIDADE ANATOMICA DO PAVILHAO AURICULAR;;;;;HCO;HSO;REF;;;PAVILHAO AURICULAR;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RECONSTRUCAO TOTAL DE ORELHA;;;;;HCO;HSO;REF;;;PAVILHAO AURICULAR;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RESSECCAO DE ORELHA;;;;;HCO;HSO;REF;;;PAVILHAO AURICULAR;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RESSECCAO DE TUMOR DE PAVILHAO AURICULAR, INCLUINDO PARTE DO OSSO TEMPORAL;;;;;HCO;HSO;REF;;;PAVILHAO AURICULAR;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DE SINUS PRE-AURICULAR;;;;AMB;HCO;HSO;REF;;;PAVILHAO AURICULAR;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ASPIRACAO AURICULAR OU CURATIVO;;;;AMB;HCO;HSO;REF;;;ORELHA EXTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA DE ORELHA EXTERNA;;;;AMB;HCO;HSO;REF;;;ORELHA EXTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ESTENOSE DE CONDUTO AUDITIVO EXTERNO - CORRECAO;;;;;HCO;HSO;REF;;;ORELHA EXTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE CISTO PRE-AURICULAR;;;;AMB;;;REF;;;ORELHA EXTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
FURUNCULO - DRENAGEM;;;;AMB;;;REF;;;ORELHA EXTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
PERICONDRITE DE PAVILHAO - TRATAMENTO CIRURGICO;;;;;HCO;HSO;REF;;;ORELHA EXTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RETIRADA DE CORPOS ESTRANHOS OU POLIPOS E OU BIOPSIA;;;;AMB;HCO;HSO;REF;;;ORELHA EXTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TUMOR DE CONDUTO AUDITIVO EXTERNO - EXERESE;;;;AMB;HCO;HSO;REF;;;ORELHA EXTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CAUTERIZACAO DE MEMBRANA TIMPANICA;;;;AMB;HCO;HSO;REF;;;ORELHA MEDIA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
DUCHA DE POLITZER OU CURATIVO DE OUVIDO;;;;AMB;HCO;HSO;REF;;;ORELHA MEDIA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ESTAPEDECTOMIA OU ESTAPEDOTOMIA;;;;;HCO;HSO;REF;;;ORELHA MEDIA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXPLORACAO E DESCOMPRESSAO DO NERVO FACIAL INTRATEMPORAL;;;;;HCO;HSO;REF;;;ORELHA MEDIA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
FISTULA PERILINFATICA - FECHAMENTO CIRURGICO;;;;;HCO;HSO;REF;;;ORELHA MEDIA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
GLOMUS JUGULAR - RESSECCAO;;;;;HCO;HSO;REF;;;ORELHA MEDIA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
GLOMUS TIMPANICUS - RESSECCAO;;;;;HCO;HSO;REF;;;ORELHA MEDIA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
MASTOIDECTOMIA;;;;;HCO;HSO;REF;;;ORELHA MEDIA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
OUVIDO CONGENITO - TRATAMENTO CIRURGICO;;;;;HCO;HSO;REF;;;ORELHA MEDIA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
PARACENTESE DO TIMPANO - MIRINGOTOMIA;;;;AMB;HCO;HSO;REF;;;ORELHA MEDIA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
IMPLANTE DE PROTESE AUDITIVA ANCORADA NO OSSO COM DIRETRIZ DE UTILIZACAO;;;;;HCO;HSO;REF;PAC;44;ORELHA MEDIA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TIMPANO-MASTOIDECTOMIA;;;;;HCO;HSO;REF;;;ORELHA MEDIA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TIMPANOPLASTIA - MIRINGOPLASTIA;;;;;HCO;HSO;REF;;;ORELHA MEDIA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TIMPANOPLASTIA COM RECONSTRUCAO DA CADEIA OSSICULAR;;;;;HCO;HSO;REF;;;ORELHA MEDIA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TIMPANOTOMIA EXPLORADORA;;;;;HCO;HSO;REF;;;ORELHA MEDIA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TIMPANOTOMIA PARA TUBO DE VENTILACAO;;;;;HCO;HSO;REF;;;ORELHA MEDIA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
DOENCA DE MENIERE - TRATAMENTO CIRURGICO - DESCOMPRESSAO DO SACO ENDOLINFATICO OU SHUNT;;;;;HCO;HSO;REF;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ENXERTO INTRATEMPORAL DO NERVO FACIAL;;;;;HCO;HSO;REF;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXPLORACAO E DESCOMPRESSAO DO NERVO FACIAL;;;;;HCO;HSO;REF;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
IMPLANTE COCLEAR COM DIRETRIZ DE UTILIZACAO;;;;;HCO;HSO;REF;PAC;33;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
LABIRINTECTOMIA MEMBRANOSA OU OSSEA - SEM AUDICAO;;;;;HCO;HSO;REF;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
NEURECTOMIA VESTIBULAR PARA FOSSA MEDIA OU POSTERIOR;;;;;HCO;HSO;REF;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
NEURECTOMIA VESTIBULAR TRANSLABIRINTICA - SEM AUDICAO;;;;;HCO;HSO;REF;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RESSECCAO DO OSSO TEMPORAL;;;;;HCO;HSO;REF;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TUMOR DO NERVO ACUSTICO - RESSECCAO;;;;;HCO;HSO;REF;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ABSCESSO OU HEMATOMA DE SEPTO NASAL - DRENAGEM COM OU SEM ANESTESIA GERAL;;;;AMB;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ALONGAMENTO DE COLUMELA EM PACIENTES COM LESOES LABIO-PALATAIS;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA DE NARIZ;;;;AMB;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CAUTERIZACAO DE EPISTAXE COM OU SEM MICROSCOPIA;;;;AMB;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CORNETO INFERIOR - CAUTERIZACAO LINEAR EOU INFILTRACAO MEDICAMENTOSA;;;;AMB;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EPISTAXE - CAUTERIZACAO DA ARTERIA ESFENOPALATINA COM OU SEM MICROSCOPIA POR VIDEOENDOSCOPIA;;;;AMB;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EPISTAXE - LIGADURA DAS ARTERIAS ETMOIDAIS;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EPISTAXE - TAMPONAMENTO ANTERO-POSTERIOR, COM OU SEM ANESTESIA GERAL;;;;AMB;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EPISTAXE - TAMPONAMENTO ANTERIOR;;;;AMB;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLOGICA TEMPO FACIAL PIRAMIDE NASAL;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE TUMOR NASAL POR VIA ENDOSCOPICA;;;;AMB;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
FECHAMENTO DE FISTULA LIQUORICA TRANSNASAL;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
FISTULA LIQUORICA - TRATAMENTO CIRURGICO ENDOSCOPICO;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
FRATURAS DOS OSSOS NASAIS - REDUCAO CIRURGICA E GESSO;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
FRATURAS DOS OSSOS NASAIS - REDUCAO INCRUENTA E GESSO;;;;AMB;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
IMPERFURACAO COANAL - CORRECAO CIRURGICA INTRANASAL OU TRANSPALATINA;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
IMPERFURACAO COANAL - CORRECAO CIRURGICA INTRANASAL POR VIDEOENDOSCOPIA;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
OZENA - TRATAMENTO CIRURGICO;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
PERFURACAO DO SEPTO NASAL - CORRECAO CIRURGICA;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
POLIPECTOMIA;;;;AMB;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RECONSTRUCAO NASAL;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RESSECCAO DE SINEQUIAS;;;;AMB;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RESSECCAO DE TUMORES MALIGNOS TRANSNASAIS;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO DE NARIZ, COM OU SEM ANESTESIA GERAL;;;;AMB;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO DE NARIZ, COM OU SEM ANESTESIA GERAL POR VIDEOENDOSCOPIA;;;;AMB;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RINECTOMIA;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RINOSSEPTOPLASTIA FUNCIONAL;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
SEPTOPLASTIA;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DA ATRESIA NARINARIA;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DE DEFORMIDADE NASAL CONGENITA;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DO RINOFIMA;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO DE DEFORMIDADE TRAUMATICA NASAL;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TUMOR INTRANASAL - EXERESE POR RINOTOMIA LATERAL;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TUMOR INTRANASAL - EXERESE POR VIA TRANSNASAL;;;;AMB;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TURBINECTOMIA OU TURBINOPLASTIA;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ANTROSTOMIA MAXILAR INTRANASAL;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ANTROSTOMIA MAXILAR, ETMOIDECTOMIA ABERTURA DE TODAS AS CAVIDADES PARANASAIS;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ARTERIA MAXILAR INTERNA - LIGADURA TRANSMAXILAR;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA - SEIOS PARANASAIS;;;;AMB;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
DESCOMPRESSAO TRANSETMOIDAL DO CANAL OPTICO;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ETMOIDECTOMIA EXTERNA OU INTRANASAL;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ETMOIDECTOMIA INTRANASAL POR VIDEOENDOSCOPIA;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE - POLIPO;;;;AMB;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE CISTO NASO-ALVEOLAR E GLOBULAR;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLOGICA TEMPO FACIAL;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE TUMOR DE SEIOS PARANASAIS POR VIA ENDOSCOPICA;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
MAXILECTOMIA COM OU SEM EXENTERACAO DE ORBITA;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
